868324027370241 , 02/13/2020,11:18:50, -100.8738416 , 25.4906866
868324027370241 , 02/13/2020,11:20:38, -100.8729083 , 25.4891116
868324027370241 , 02/13/2020,11:20:47, -100.87139 , 25.4878366
868324027370241 , 02/13/2020,11:20:56, -100.869715 , 25.4865716
868324027370241 , 02/13/2020,11:21:05, -100.8680699 , 25.485275
868324027370241 , 02/13/2020,11:21:14, -100.8664116 , 25.4839633
868324027370241 , 02/13/2020,11:21:24, -100.86477 , 25.4826666
868324027370241 , 02/13/2020,11:21:33, -100.8632566 , 25.4814699
868324027370241 , 02/13/2020,11:21:42, -100.861615 , 25.4801616
868324027370241 , 02/13/2020,11:21:51, -100.8600699 , 25.4789183
868324027370241 , 02/13/2020,11:22:00, -100.8584766 , 25.4776316
868324027370241 , 02/13/2020,11:22:08, -100.8569716 , 25.4764383
868324027370241 , 02/13/2020,11:22:16, -100.8554433 , 25.475215
868324027370241 , 02/13/2020,11:22:24, -100.8538933 , 25.4739883
868324027370241 , 02/13/2020,11:22:32, -100.8523849 , 25.4727866
868324027370241 , 02/13/2020,11:22:40, -100.8508833 , 25.4715849
868324027370241 , 02/13/2020,11:22:49, -100.8492466 , 25.4702683
868324027370241 , 02/13/2020,11:22:58, -100.8476716 , 25.4689583
868324027370241 , 02/13/2020,11:23:07, -100.8460733 , 25.46769
868324027370241 , 02/13/2020,11:23:16, -100.8444883 , 25.4664183
868324027370241 , 02/13/2020,11:23:25, -100.842945 , 25.4651983
868324027370241 , 02/13/2020,11:23:35, -100.8414533 , 25.4639983
868324027370241 , 02/13/2020,11:23:54, -100.8399983 , 25.4626983
868324027370241 , 02/13/2020,11:24:36, -100.8385049 , 25.4614966
868324027370241 , 02/13/2020,11:24:43, -100.83845 , 25.46145
868324027370241 , 02/13/2020,11:37:38, -100.8384183 , 25.4614349
868324027370241 , 02/13/2020,11:37:42, -100.83834 , 25.4613749
868324027370241 , 02/13/2020,11:37:54, -100.8378666 , 25.4610266
868324027370241 , 02/13/2020,11:38:10, -100.8368166 , 25.4603166
868324027370241 , 02/13/2020,11:38:29, -100.8352483 , 25.45908
868324027370241 , 02/13/2020,11:38:35, -100.8347183 , 25.4586499
868324027370241 , 02/13/2020,11:38:51, -100.8331633 , 25.4573933
868324027370241 , 02/13/2020,11:39:06, -100.8315116 , 25.4562083
868324027370241 , 02/13/2020,11:39:12, -100.830785 , 25.4557049
868324027370241 , 02/13/2020,11:39:25, -100.8291416 , 25.4546133
868324027370241 , 02/13/2020,11:39:38, -100.8274333 , 25.4535099
868324027370241 , 02/13/2020,11:39:50, -100.82579 , 25.4524383
868324027370241 , 02/13/2020,11:39:53, -100.8253466 , 25.4521483
868324027370241 , 02/13/2020,11:40:04, -100.8236433 , 25.45105
